division,when,team1,team2,time_tot,win,hurdles,name1,start_chng1,time1,name2,start_chng2,time2,name3,start_chng3,time3,name4,start_chng4,time4,event,course_color
6,2020-01-01 15:03:55,Furious Rockets,Yelly BEAST,20.25,L,25.0,Kostimill,0.31,4.79,Bárny,0.32,5.29,Shadow,-0.19,4.78,Šanty,0.18,4.78,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:10:49,Hop Trop PANTHERS,FUNatic Runners,42.55,L,17.5,DeeVee,0.36,5.16,Dori,-1.0,4.16,Bridget,0.63,4.98,Sheena,1.34,11.43,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:10:49,FUNatic Runners,Hop Trop PANTHERS,19.1,L,15.0,Casík,0.12,4.51,Hanneli,0.0,4.39,Clegan,-1.0,4.5,Merlin,0.29,5.3,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:12:03,Hop Trop PANTHERS,FUNatic Runners,20.62,L,17.5,DeeVee,0.55,4.68,Dori,0.0,4.16,Bridget,0.28,4.91,Sheena,1.39,4.66,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:12:03,FUNatic Runners,Hop Trop PANTHERS,19.13,W,15.0,Casík,0.14,4.53,Hanneli,0.0,4.46,Clegan,0.14,4.4,Merlin,0.22,5.24,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:13:46,Hop Trop PANTHERS,FUNatic Runners,20.4,W,17.5,DeeVee,0.19,4.77,Dori,0.21,4.21,Bridget,0.17,5.03,Sheena,1.28,4.54,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:13:46,FUNatic Runners,Hop Trop PANTHERS,30.9,L,15.0,Casík,-0.01,4.47,Hanneli,-1.0,,Clegan,-1.0,4.75,Merlin,0.16,5.3,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:15:18,Hop Trop PANTHERS,FUNatic Runners,39.16,L,17.5,DeeVee,0.21,4.71,Dori,0.26,,Bridget,-1.0,5.02,Sheena,1.45,5.04,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:15:18,FUNatic Runners,Hop Trop PANTHERS,19.29,L,15.0,Casík,0.47,4.44,Hanneli,0.0,4.62,Clegan,0.0,4.59,Merlin,-1.0,5.17,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:21:22,Pilsen 2 F.A.S.T.,Flyvaryors Kamikaze,32.77,L,15.0,Fido,-0.55,6.26,Porto,1.57,,Merci,-1.0,4.79,Bailey,-1.0,5.01,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:21:22,Flyvaryors Kamikaze,Pilsen 2 F.A.S.T.,18.48,W,15.0,Wooffy,0.14,3.91,Dusty,0.18,4.04,Emmy,0.0,4.37,Ice,0.0,5.84,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:23:14,Pilsen 2 F.A.S.T.,Flyvaryors Kamikaze,24.52,L,15.0,Fido,0.35,7.06,Porto,1.32,4.2,Merci,0.38,5.63,Bailey,0.21,5.37,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:23:14,Flyvaryors Kamikaze,Pilsen 2 F.A.S.T.,18.35,L,15.0,Wooffy,0.08,3.92,Dusty,0.0,4.07,Emmy,0.24,4.19,Ice,-1.0,5.84,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:25:42,Pilsen 2 F.A.S.T.,Flyvaryors Kamikaze,64.31,W,15.0,Fido,-0.1,6.71,Porto,-1.0,,Merci,0.36,5.43,Bailey,0.38,5.57,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:25:42,Flyvaryors Kamikaze,Pilsen 2 F.A.S.T.,18.77,L,15.0,Wooffy,-0.04,3.89,Dusty,0.17,4.15,Emmy,0.15,4.31,Ice,0.0,6.14,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 15:27:28,Pilsen 2 F.A.S.T.,Flyvaryors Kamikaze,25.5,L,15.0,Fido,0.05,7.58,Porto,0.13,1.99,Merci,-1.0,4.29,Bailey,0.42,4.73,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 15:27:28,Flyvaryors Kamikaze,Pilsen 2 F.A.S.T.,36.37,L,15.0,Wooffy,0.003,3.86,Dusty,0.0,4.27,Emmy,0.0,4.52,Ice,-1.0,6.08,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:33:46,DumbleDogs S,Hop Trop PRAGUE,21.3,L,22.5,Evelyn,-0.05,4.24,Criss,0.0,4.46,Corri,0.0,4.83,Flash,3.15,4.68,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:33:46,Hop Trop PRAGUE,DumbleDogs S,21.33,L,17.5,Melie,0.3,3.98,Fay,0.31,4.01,Jezi,0.0,4.89,Carmela,3.68,4.16,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:35:25,DumbleDogs S,Hop Trop PRAGUE,20.35,L,22.5,Evelyn,0.05,4.11,Criss,-1.0,4.5,Corri,-0.09,4.69,Flash,2.17,4.93,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:35:25,Hop Trop PRAGUE,DumbleDogs S,42.08,L,17.5,Melie,-0.17,4.03,Fay,0.11,3.99,Jezi,0.0,4.31,Carmela,0.54,4.28,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:36:30,DumbleDogs S,Hop Trop PRAGUE,19.81,W,22.5,Evelyn,0.03,4.12,Criss,0.0,4.48,Corri,0.0,4.98,Flash,1.48,4.73,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:36:30,Hop Trop PRAGUE,DumbleDogs S,17.33,L,17.5,Melie,-0.03,4.08,Fay,0.0,4.08,Jezi,-1.0,4.34,Carmela,0.69,4.18,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:37:55,DumbleDogs S,Hop Trop PRAGUE,24.32,L,22.5,Evelyn,0.01,4.12,Criss,0.0,4.63,Corri,-1.0,,Flash,4.05,4.7,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:37:55,Hop Trop PRAGUE,DumbleDogs S,17.69,W,17.5,Melie,0.12,4.05,Fay,0.0,4.12,Jezi,0.0,4.38,Carmela,0.82,4.2,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:42:47,CrazyBalls I.,X-treme,36.2,W,20.0,Fanny,5.45,4.02,Mia,0.18,3.84,Aivee,0.66,4.72,Flek,12.71,4.61,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:42:47,X-treme,CrazyBalls I.,16.82,L,30.0,Kerby,0.11,3.88,Mína,0.22,3.97,Audík,0.2,4.21,Nesi,-1.0,4.24,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:43:53,CrazyBalls I.,X-treme,18.45,L,20.0,Fanny,0.35,4.54,Mia,0.3,4.16,Aivee,-0.17,3.85,Flek,-1.0,,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:43:53,X-treme,CrazyBalls I.,16.54,L,30.0,Kerby,0.03,3.9,Mína,-1.0,4.02,Audík,0.0,4.29,Nesi,0.0,4.29,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:45:45,CrazyBalls I.,X-treme,18.1,L,20.0,Mia,-0.04,4.16,Maty,0.23,4.59,Aivee,0.21,3.78,Flek,0.29,4.89,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:45:45,X-treme,CrazyBalls I.,22.86,W,25.0,Kerby,0.16,3.95,Mína,0.0,3.99,Nesi,0.22,4.19,Maze,6.23,4.12,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:47:12,CrazyBalls I.,X-treme,39.39,W,20.0,Mia,0.1,,Maty,-1.0,4.63,Aivee,0.22,3.82,Flek,0.67,4.74,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:47:12,X-treme,CrazyBalls I.,20.44,L,25.0,Kerby,0.11,3.95,Mína,0.0,3.88,Nesi,0.1,4.16,Maze,4.3,3.95,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:51:38,RUNami A,Pilsen F.A.S.T.,17.06,W,25.0,Čoko,0.16,4.38,Elia,0.0,4.43,Fík,0.12,3.87,Black,0.0,4.09,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:51:38,Pilsen F.A.S.T.,RUNami A,18.49,L,25.0,Jolly,0.34,4.45,Majlo,0.4,4.17,Easy,0.0,4.29,Abby,0.32,4.52,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:52:54,RUNami A,Pilsen F.A.S.T.,23.01,W,25.0,Čoko,0.08,4.39,Elia,0.16,4.3,Fík,0.16,3.95,Black,0.0,4.22,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:52:54,Pilsen F.A.S.T.,RUNami A,17.77,L,25.0,Jolly,-0.04,4.55,Majlo,0.0,4.16,Easy,-1.0,4.18,Abby,-0.15,5.06,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:54:29,RUNami A,Pilsen F.A.S.T.,17.36,W,25.0,Elia,0.09,4.27,Fík,0.16,3.95,Black,0.0,4.29,Amy,0.2,4.4,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:54:29,Pilsen F.A.S.T.,RUNami A,27.19,L,25.0,Jolly,0.002,4.59,Majlo,0.0,4.31,Easy,0.0,4.13,Abby,0.52,4.71,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 15:55:54,RUNami A,Pilsen F.A.S.T.,17.4,W,25.0,Elia,0.07,4.24,Fík,0.16,3.96,Black,0.0,4.04,Amy,0.0,4.92,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 15:55:54,Pilsen F.A.S.T.,RUNami A,17.4,L,25.0,Jolly,0.04,4.58,Majlo,-1.0,4.19,Abby,-0.28,4.57,Easy,0.0,4.29,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 16:00:13,New Ballance Flyball Team,Hellodogs Rebounds,17.22,L,22.5,Jazzy,0.11,4.09,Enola,0.0,4.3,Riley,0.0,4.34,Pí,0.15,4.22,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 16:00:13,Hellodogs Rebounds,New Ballance Flyball Team,16.91,W,17.5,Able,0.06,3.95,Lara,0.0,4.14,Negró,0.0,4.87,Cookie,0.0,3.89,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 16:01:34,Hellodogs Rebounds,New Ballance Flyball Team,17.22,W,17.5,Able,0.12,3.98,Lara,0.14,4.13,Negró,0.0,4.95,Cookie,0.0,3.91,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 16:03:14,New Ballance Flyball Team,Hellodogs Rebounds,17.14,W,22.5,Jazzy,0.003,4.11,Enola,0.0,4.38,Riley,0.0,4.3,Pí,0.0,4.35,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 16:03:14,Hellodogs Rebounds,New Ballance Flyball Team,17.05,L,17.5,Midi,-0.001,4.08,Able,0.0,4.01,Negró,0.0,5.05,Cookie,0.0,3.92,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
3,2020-01-01 16:04:38,New Ballance Flyball Team,Hellodogs Rebounds,17.26,L,22.5,Jazzy,-0.02,4.16,Enola,0.0,4.36,Riley,-0.13,4.31,Pí,0.16,4.42,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
3,2020-01-01 16:04:38,Hellodogs Rebounds,New Ballance Flyball Team,17.38,W,17.5,Midi,0.07,4.06,Able,0.0,4.11,Negró,0.0,5.13,Cookie,0.0,4.01,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:18:42,Wing BEAST,Hellodogs Next Generation,17.65,W,15.0,Tizy,0.05,3.97,Brooklyn,0.23,3.88,Jamie,0.09,4.23,Seny,0.0,5.21,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:18:42,Hellodogs Next Generation,Wing BEAST,17.63,L,17.5,Cherry,0.15,3.96,Bella,0.22,4.18,Shelby,-1.0,4.57,Firgi,-1.0,4.56,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:19:57,Wing BEAST,Hellodogs Next Generation,17.46,L,15.0,Tizy,0.12,3.94,Brooklyn,0.0,3.92,Jamie,0.15,4.18,Seny,-1.0,5.15,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:19:57,Hellodogs Next Generation,Wing BEAST,18.05,W,17.5,Cherry,0.13,4.0,Bella,0.23,4.21,Shelby,0.16,4.65,Firgi,0.0,4.67,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:21:10,Wing BEAST,Hellodogs Next Generation,17.66,W,15.0,Tizy,0.007,4.08,Brooklyn,0.11,3.77,Jamie,0.0,4.39,Seny,0.16,5.15,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:21:10,Hellodogs Next Generation,Wing BEAST,17.99,L,17.5,Cherry,0.04,4.06,Bella,0.13,4.3,Shelby,0.26,4.59,Firgi,-1.0,4.62,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:25:09,Akela Rush,Fire-Drakes,18.37,W,15.0,Rosie,0.25,4.33,Ízisz,0.2,4.46,Zoya,0.31,4.62,Oszkár,0.4,3.8,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:26:16,Akela Rush,Fire-Drakes,17.91,L,15.0,Rosie,-0.15,4.41,Ízisz,0.14,4.5,Zoya,0.0,4.72,Oszkár,0.3,4.0,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:27:27,Akela Rush,Fire-Drakes,17.78,W,15.0,Rosie,0.19,4.44,Ízisz,0.0,4.59,Zoya,0.0,4.64,Oszkár,0.0,3.92,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:32:38,WildRunners Maximini,Hop Trop HURRICANE,18.76,L,25.0,Bree,0.15,4.24,Riley,0.21,4.47,Bruno,0.31,4.75,Bella,0.0,4.64,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:32:38,Hop Trop HURRICANE,WildRunners Maximini,17.74,W,20.0,Fler,0.03,4.29,Cayenne,0.14,4.29,Choose,0.0,4.52,Lucka,0.25,4.22,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:33:55,WildRunners Maximini,Hop Trop HURRICANE,18.33,W,25.0,Bree,0.2,4.06,Riley,0.0,4.59,Bruno,0.18,4.72,Bella,-1.0,4.58,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:33:55,Hop Trop HURRICANE,WildRunners Maximini,26.98,L,20.0,Fler,-0.02,4.53,Cayenne,0.27,4.28,Choose,1.51,4.55,Lucka,0.3,4.21,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 16:35:00,WildRunners Maximini,Hop Trop HURRICANE,18.69,L,25.0,Bree,0.07,4.17,Riley,0.18,4.56,Bruno,0.15,4.91,Bella,-1.0,4.66,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 16:35:00,Hop Trop HURRICANE,WildRunners Maximini,17.97,W,20.0,Fler,0.04,4.48,Cayenne,0.2,4.22,Choose,0.0,4.57,Lucka,0.3,4.17,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:40:25,DumbleDogs G,Too X-treme,18.19,L,25.0,Enjoy,-0.08,4.38,Ridiculus,0.29,4.32,Ziva,0.0,4.68,Kiwi,0.0,4.61,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:40:25,Too X-treme,DumbleDogs G,17.76,L,15.0,Vilík,-0.24,4.2,Aranka,0.25,4.28,Fren,0.1,4.39,Ruby,0.0,4.79,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:41:33,DumbleDogs G,Too X-treme,18.2,L,25.0,Enjoy,0.16,4.43,Ridiculus,0.0,4.5,Ziva,0.0,4.58,Kiwi,-1.0,4.52,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:41:33,Too X-treme,DumbleDogs G,18.46,W,15.0,Vilík,0.44,4.22,Aranka,0.35,4.16,Fren,0.15,4.43,Ruby,-1.0,,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:42:44,DumbleDogs G,Too X-treme,18.56,L,25.0,Enjoy,0.08,4.44,Ridiculus,0.23,4.36,Ziva,0.0,4.8,Kiwi,0.0,4.65,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:42:44,Too X-treme,DumbleDogs G,18.28,W,15.0,Vilík,0.29,4.22,Aranka,0.0,4.37,Fren,0.18,4.43,Ruby,0.0,4.79,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:48:30,CrazyBalls II.,JokerZ Fun,19.73,L,20.0,Tequila,0.33,4.96,Scotty,0.35,4.4,Arlett,0.44,4.54,Kokoska,0.0,4.71,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:48:30,JokerZ Fun,CrazyBalls II.,18.61,L,17.5,Kleo,0.21,4.23,Trufa,0.0,4.33,LeeLoo,0.0,4.73,Taz,-1.0,5.12,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:50:03,CrazyBalls II.,JokerZ Fun,31.28,L,20.0,Tequila,0.05,4.89,Scotty,0.44,4.45,Arlett,0.43,4.62,Kokoska,0.62,4.39,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:50:03,JokerZ Fun,CrazyBalls II.,18.38,L,17.5,Kleo,0.05,4.25,Trufa,-1.0,4.37,LeeLoo,0.0,4.41,Taz,0.15,5.16,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:51:42,CrazyBalls II.,JokerZ Fun,24.12,L,20.0,Tequila,-0.1,4.85,Scotty,0.6,4.6,Kokoska,-0.17,4.45,Arlett,5.33,4.56,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:51:42,JokerZ Fun,CrazyBalls II.,18.51,W,17.5,Kleo,0.1,4.22,Trufa,0.14,4.38,LeeLoo,0.0,4.44,Taz,0.0,5.24,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:55:57,BomBallance Flyball Team,Yelly BEAST,19.22,W,17.5,Fléche,0.12,4.43,Koni,0.0,4.16,Maze,0.21,4.94,Orion,0.0,5.37,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:55:57,Yelly BEAST,BomBallance Flyball Team,18.14,L,20.0,Elina,-0.04,4.0,Nola,0.19,4.19,Evo,0.0,4.3,Blizzard,0.22,5.26,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:57:36,BomBallance Flyball Team,Yelly BEAST,24.01,L,17.5,Fléche,0.05,4.45,Koni,0.0,4.22,Maze,0.0,4.97,Orion,0.9,9.43,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:57:36,Yelly BEAST,BomBallance Flyball Team,18.32,W,20.0,Elina,0.08,3.98,Nola,0.0,4.24,Evo,0.0,4.31,Blizzard,0.19,5.52,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
6,2020-01-01 16:58:58,BomBallance Flyball Team,Yelly BEAST,19.0,L,17.5,Fléche,0.003,4.56,Koni,0.0,4.21,Maze,-1.0,5.08,Orion,-1.0,5.14,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
6,2020-01-01 16:58:58,Yelly BEAST,BomBallance Flyball Team,17.97,L,20.0,Elina,0.05,3.96,Nola,0.0,4.6,Evo,-0.36,4.24,Blizzard,0.0,5.48,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:04:25,Akela Spirit,Hop Trop PANTHERS,18.31,L,15.0,Emma,0.03,4.32,Bodza,-1.0,4.63,Maya,-0.22,4.22,Alba,0.16,5.17,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:05:56,Hop Trop PANTHERS,Akela Spirit,21.24,W,25.0,Dixi,1.26,4.78,Dori,0.6,4.33,Wyn,0.16,4.27,Sheena,0.96,4.9,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:05:56,Akela Spirit,Hop Trop PANTHERS,18.77,L,15.0,Emma,0.04,4.4,Bodza,0.0,4.68,Maya,-1.0,4.25,Alba,0.23,5.17,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:07:24,Hop Trop PANTHERS,Akela Spirit,20.21,L,25.0,Dixi,0.44,4.69,Dori,0.6,4.27,Wyn,0.0,4.34,Sheena,1.1,4.77,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:07:24,Akela Spirit,Hop Trop PANTHERS,19.02,W,15.0,Emma,0.04,4.45,Bodza,0.0,4.87,Maya,0.0,4.22,Alba,0.0,5.45,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:09:53,Hop Trop PANTHERS,Akela Spirit,20.02,L,25.0,Dixi,0.65,4.66,Dori,0.39,4.24,Wyn,0.17,4.24,Sheena,0.86,4.83,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:09:53,Akela Spirit,Hop Trop PANTHERS,18.99,W,15.0,Dash,0.05,3.84,Bodza,0.41,4.74,Maya,0.27,4.23,Alba,0.16,5.3,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:16:00,FOFR DOG future,Pilsen 2 F.A.S.T.,19.62,W,22.5,Ela,0.1,4.14,Lenny,0.0,4.25,Elli,0.6,4.78,Sigy,0.63,5.13,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:16:00,Pilsen 2 F.A.S.T.,FOFR DOG future,25.35,L,15.0,Trixie,0.1,3.75,Porto,0.97,4.13,Bailey,0.23,5.01,Fido,5.78,5.38,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:17:43,FOFR DOG future,Pilsen 2 F.A.S.T.,30.87,W,22.5,Ela,0.01,4.08,Lenny,0.14,4.19,Elli,0.41,,Sigy,-1.0,5.04,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:17:43,Pilsen 2 F.A.S.T.,FOFR DOG future,37.99,L,15.0,Trixie,-0.14,3.81,Porto,-1.0,,Bailey,0.32,5.79,Fido,-1.0,-2.2,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
7,2020-01-01 17:19:18,FOFR DOG future,Pilsen 2 F.A.S.T.,19.5,W,22.5,Ela,0.13,4.13,Lenny,0.25,4.2,Elli,0.24,4.82,Sigy,0.72,5.02,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:21:45,FOFR DOG future,Pilsen 2 F.A.S.T.,18.89,W,22.5,Ela,0.01,4.16,Lenny,0.0,4.27,Elli,0.24,4.9,Sigy,0.26,5.05,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
7,2020-01-01 17:21:45,Pilsen 2 F.A.S.T.,FOFR DOG future,33.37,L,15.0,Trixie,0.13,3.71,Porto,-1.0,,Bailey,0.0,5.56,Fido,-1.0,-0.18,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:29:46,FOFR DOG,Wing BEAST,17.97,L,22.5,Hessie,-0.41,4.86,Dizzy,0.0,4.53,Daggry,0.0,3.92,Ogi,0.14,4.94,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 17:29:46,Wing BEAST,FOFR DOG,17.66,W,15.0,Amy,0.002,4.2,Brooklyn,0.0,3.92,Jamie,0.1,4.35,Seny,0.0,5.09,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:30:55,FOFR DOG,Wing BEAST,18.74,W,22.5,Hessie,0.23,4.65,Dizzy,0.3,4.32,Daggry,0.13,3.92,Ogi,0.21,4.99,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 17:30:55,Wing BEAST,FOFR DOG,17.71,L,15.0,Amy,0.03,4.16,Brooklyn,0.17,,Jamie,-1.0,4.32,Seny,0.0,5.11,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:32:34,FOFR DOG,Wing BEAST,18.51,L,22.5,Hessie,0.21,4.69,Dizzy,0.0,4.48,Daggry,0.0,3.9,Ogi,0.19,5.04,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 17:32:34,Wing BEAST,FOFR DOG,17.71,W,15.0,Tizy,0.08,4.07,Brooklyn,0.0,3.94,Jamie,0.14,4.28,Seny,0.0,5.2,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:37:16,Hellodogs Next Generation,Akela Rush,18.12,L,17.5,Cherry,0.13,4.06,Bella,0.18,4.21,Shelby,0.0,4.64,Firgi,0.32,4.58,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 17:37:16,Akela Rush,Hellodogs Next Generation,17.99,W,15.0,Rosie,0.19,4.39,Ízisz,0.22,4.55,Zoya,0.0,4.73,Oszkár,0.0,3.9,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:38:38,Hellodogs Next Generation,Akela Rush,18.3,L,17.5,Cherry,0.15,4.07,Bella,0.0,4.35,Shelby,0.12,4.65,Firgi,0.18,4.8,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
5,2020-01-01 17:38:38,Akela Rush,Hellodogs Next Generation,18.12,W,15.0,Rosie,0.03,4.33,Ízisz,0.19,4.55,Zoya,0.25,4.58,Oszkár,0.42,3.77,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,red
5,2020-01-01 17:39:59,Hellodogs Next Generation,Akela Rush,17.9,W,17.5,Cherry,0.11,4.07,Bella,0.14,4.24,Shelby,0.0,4.64,Firgi,0.18,4.53,Eager´s Cup 2. ring (Žamberk) 2023. május 6-7.,blue
